date,campus,level,record_type,address,zip,status,violation_count,violations
2026-08-28,HARTMAN MIDDLE SCHOOL,Middle / Jr. High,grease_trap,7111 WESTOVER HOUSTON TX,77087,OPEN,0,
2026-08-28,HARTMAN MIDDLE SCHOOL,Middle / Jr. High,inspection,7111 WESTOVER HOUSTON TX,77087,OPEN,1,1 Houston Ordinance Violation: 5-205.15 (Violation Repeat)
2026-08-27,ENERGY INSTITUTE HIGH SCHOOL,High School,inspection,3501 SOUTHMORE BLVD HOUSTON TX,77004,OPEN,3,1 Houston Ordinance Violation: 6-202.15(D) (Violation) | 2 Houston Ordinance Violation: 6-501.111(B) (Violation) | 3 Houston Ordinance Violation: 6-304.11 (Violation Repeat)
2026-08-27,ENERGY INSTITUTE HIGH SCHOOL,High School,grease_trap,3501 SOUTHMORE BLVD HOUSTON TX,77004,OPEN,0,
2026-08-27,ALDINE HIGH SCHOOL,High School,grease_trap,11101 AIRLINE DR HOUSTON TX,77037,OPEN,0,
2026-08-26,GREGORY-LINCOLN EDUCATION CENTER,Middle / Jr. High,inspection,1101 TAFT HOUSTON TX,77019,OPEN,3,1 Houston Ordinance Violation: 8-304.11(K) (Violation Corrected On Site) | 2 Houston Ordinance Violation: TAC-228.32 (Violation Corrected On Site) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation)
2026-08-26,GREGORY-LINCOLN EDUCATION CENTER,Middle / Jr. High,grease_trap,1101 TAFT HOUSTON TX,77019,OPEN,0,
2026-08-26,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,Elementary,inspection,1055 W TIDWELL HOUSTON TX,77091,OPEN,2,1 Houston Ordinance Violation: 4-204.112(A) (Violation Repeat) | 2 Houston Ordinance Violation: 4-501.19 (Violation Corrected On Site Repeat)
2026-08-25,DANIEL ORTIZ MIDDLE SCHOOL,Middle / Jr. High,inspection,6767 TELEPHONE HOUSTON TX,77061,OPEN,0,
2026-08-25,DANIEL ORTIZ MIDDLE SCHOOL,Middle / Jr. High,grease_trap,6767 TELEPHONE HOUSTON TX,77061,OPEN,0,
2026-08-25,Carver High School @ EISENHOWER 9TH GRADE,High School,inspection,3550 W GULF BANK HOUSTON TX,77088,OPEN,4,1 Houston Ordinance Violation: 8-304.11(K) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 4-402.11(A)(3) (Violation) | 3 Houston Ordinance Violation: 6-201.17(B) (Violation Repeat) | 4 Houston Ordinance Violation: 6-501.14(A) (Violation)
2026-08-25,Carver High School @ EISENHOWER 9TH GRADE,High School,grease_trap,3550 W GULF BANK HOUSTON TX,77088,OPEN,0,
2026-08-24,EISENHOWER HIGH SCHOOL,High School,inspection,7922 ANTOINE HOUSTON TX,77088,OPEN,3,1 Houston Ordinance Violation: 8-304.11(K) (Violation) | 2 Houston Ordinance Violation: 4-402.11(A)(3) (Violation) | 3 Houston Ordinance Violation: 6-101.11(A)(3) (Violation)
2026-08-24,EISENHOWER HIGH SCHOOL,High School,grease_trap,7922 ANTOINE HOUSTON TX,77088,OPEN,0,
2026-08-24,BUSH ELEMENTARY,Elementary,grease_trap,9730 STROUD HOUSTON TX,77036,OPEN,0,
2026-08-21,ANDERSON ACADEMY,Elementary,inspection,7401 WHEATLEY HOUSTON TX,77088,OPEN,6,1 Houston Ordinance Violation: 8-304.11(K) (Violation) | 2 Houston Ordinance Violation: 3-501.17(A) (Violation Corrected On Site) | 3 Houston Ordinance Violation: 2-402.11 (Violation Corrected On Site) | 4 Houston Ordinance Violation: 4-402.11(A)(3) (Violation) | 5 Houston Ordinance Violation: 5-501.15(A) (Violation Repeat) | 6 Houston Ordinance Violation: 6-201.17(B) (Violation)
2026-08-21,ANDERSON ACADEMY,Elementary,grease_trap,7401 WHEATLEY HOUSTON TX,77088,OPEN,0,
2026-08-20,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,Elementary,grease_trap,1055 W TIDWELL HOUSTON TX,77091,OPEN,0,
2026-08-20,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,Elementary,inspection,1055 W TIDWELL HOUSTON TX,77091,OPEN,5,2 Houston Ordinance Violation: 8-304.11(K) (Violation) | 24 Houston Ordinance Violation: TAC-228.32 (Violation) | 31 Houston Ordinance Violation: 4-204.112(A) (Violation Corrected On Site) | 44 Houston Ordinance Violation: 4-501.19 (Violation) | 48 Houston Ordinance Violation: 5-205.15 (Violation)
2026-08-19,WHARTON ELEMENTARY SCHOOL,Elementary,inspection,900 W GRAY ST HOUSTON TX,77019,OPEN,3,1 Houston Ordinance Violation: 8-304.11(K) (Violation) | 2 Houston Ordinance Violation: TAC-228.32 (Violation) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation Corrected On Site Repeat)
2026-08-19,WHARTON ELEMENTARY SCHOOL,Elementary,grease_trap,900 W GRAY ST HOUSTON TX,77019,OPEN,0,
2026-08-17,ERMEL ELEMENTARY,Elementary,inspection,7103 WOODSMAN TRAIL HOUSTON TX,77040,OPEN,4,1 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 6-202.15(A) (Violation) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation) | 4 Houston Ordinance Violation: 6-501.11 (Violation)
2026-08-17,ERMEL ELEMENTARY,Elementary,grease_trap,7103 WOODSMAN TRAIL HOUSTON TX,77040,OPEN,0,
2026-08-14,WOODVIEW ELEMENTARY SCHOOL,Elementary,inspection,9749 CEDARDALE DR HOUSTON TX,77055,OPEN,1,1 Houston Ordinance Violation: COH-47-512(b) (Violation)
2026-08-14,WOODVIEW ELEMENTARY SCHOOL,Elementary,inspection,9749 CEDARDALE DR HOUSTON TX,77055,OPEN,0,
2026-08-14,WOODVIEW ELEMENTARY SCHOOL,Elementary,inspection,9749 CEDARDALE DR HOUSTON TX,77055,OPEN,2,1 Houston Ordinance Violation: TAC-228.32 (Violation Corrected On Site) | 2 Houston Ordinance Violation: 3-304.14(B) (Violation Corrected On Site)
2026-08-13,GOODMAN ELEMENTARY,Elementary,inspection,9325 DEER TRAIL HOUSTON TX,77088,OPEN,3,1 Houston Ordinance Violation: 8-304.11(K) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site Repeat) | 3 Houston Ordinance Violation: 4-204.19 (Violation)
2026-08-13,GOODMAN ELEMENTARY,Elementary,grease_trap,9325 DEER TRAIL HOUSTON TX,77088,OPEN,0,
2026-08-11,OSBORNE ELEMENTARY,Elementary,inspection,800 RINGOLD ST HOUSTON TX,77088,OPEN,4,1 Houston Ordinance Violation: 8-304.11(K) (Violation) | 2 Houston Ordinance Violation: 3-305.12 (Violation Repeat) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation) | 4 Houston Ordinance Violation: 5-501.113 (Violation)
2026-08-11,OSBORNE ELEMENTARY,Elementary,grease_trap,800 RINGOLD ST HOUSTON TX,77088,OPEN,0,
2026-08-06,SECOND BAPTIST CHURCH MAIN,Middle / Jr. High,inspection,6400 WOODWAY HOUSTON TX,77057,OPEN,1,1 Houston Ordinance Violation: 4-204.112(A) (Violation Corrected On Site)
2026-08-04,BOOKER T. WASHINGTON HIGH SCHOOL,High School,inspection,4204 YALE ST HOUSTON TX,77018,OPEN,0,
2026-08-04,BOOKER T. WASHINGTON HIGH SCHOOL,High School,inspection,4204 YALE ST HOUSTON TX,77018,OPEN,0,
2026-07-21,BOOKER T. WASHINGTON HIGH SCHOOL,High School,grease_trap,4204 YALE ST HOUSTON TX,77018,OPEN,0,
2026-07-21,BOOKER T. WASHINGTON HIGH SCHOOL,High School,inspection,4204 YALE ST HOUSTON TX,77018,OPEN,1,1 Houston Ordinance Violation: 6-501.111(C) (Violation)
2026-07-21,BARRICK ELEMENTARY,Elementary,inspection,12001 WINFREY HOUSTON TX,77076,OPEN,2,1 Houston Ordinance Violation: 6-501.111(C) (Violation) | 2 Houston Ordinance Violation: 6-501.112 (Violation)
2026-07-20,YELLOWSTONE ACADEMY,Elementary,inspection,3000 TRULLEY ST HOUSTON TX,77004,OPEN,4,1 Houston Ordinance Violation: 6-202.15(A) (Violation) | 2 Houston Ordinance Violation: 4-402.11(A)(3) (Violation) | 3 Houston Ordinance Violation: 5-501.113 (Violation) | 4 Houston Ordinance Violation: 5-501.115 (Violation)
2026-06-09,THE DREAM CENTER HOUSTON,Middle / Jr. High,inspection,6651 HAWES HOUSTON TX,77396,OPEN,12,3 Houston Ordinance Violation: 6-301.11 (Violation) | 4 Houston Ordinance Violation: 6-301.12(B) (Violation Repeat) | 14 Houston Ordinance Violation: TAC-228.31(a) (Violation) | 25 Houston Ordinance Violation: TAC-228.32 (Violation Corrected On Site) | 32 Houston Ordinance Violation: 4-302.12 (Violation) | 44 Houston Ordinance Violation: 4-402.11(A)(3) (Violation Repeat) | 46 Houston Ordinance Violation: 4-601.11(C) (Violation) | 47 Houston Ordinance Violation: 2-501.11 (Violation) | 51 Houston Ordinance Violation: 5-501.17 (Violation) | 52 Houston Ordinance Violation: 6-501.12(A) (Violation Repeat) | 53 Houston Ordinance Violation: 6-501.11 (Violation) | 54 Houston Ordinance Violation: COH-21-244(a) (Violation Repeat)
2026-06-09,THE DREAM CENTER HOUSTON,Middle / Jr. High,inspection,6651 HAWES HOUSTON TX,77396,OPEN,0,
2026-06-04,SPRING BRANCH-EAST TRANSITION CENTER,Middle / Jr. High,inspection,8655 EMNORA LN HOUSTON TX,77080,OPEN,0,
2026-06-04,KATHERINE SMITH ELEMENTARY,Elementary,inspection,4802 CHRYSTELL HOUSTON TX,77092,OPEN,0,
2026-06-03,SUGAR GROVE ACADEMY,Middle / Jr. High,grease_trap,8405 BONHOMME HOUSTON TX,77074,OPEN,0,
2026-06-03,SUGAR GROVE ACADEMY,Middle / Jr. High,inspection,8405 BONHOMME HOUSTON TX,77074,OPEN,3,1 Houston Ordinance Violation: 5-205.11(B) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 6-501.111(B) (Violation) | 3 Houston Ordinance Violation: 6-501.112 (Violation Corrected On Site)
2026-06-02,ARABIC IMMERSION MAGNET SCHOOL,Elementary,inspection,4001 STANFORD ST HOUSTON TX,77006,OPEN,3,1 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 4-501.11(A) (Violation) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation)
2026-06-02,ARABIC IMMERSION MAGNET SCHOOL,Elementary,inspection,4001 STANFORD ST HOUSTON TX,77006,OPEN,1,1 Houston Ordinance Violation: 5-501.15(A) (Violation)
2026-06-02,ARABIC IMMERSION MAGNET SCHOOL,Elementary,grease_trap,4001 STANFORD ST HOUSTON TX,77006,OPEN,0,
2026-06-01,MCNAMARA ELEMENTARY SCHOOL,Elementary,inspection,8714 MCAVOY HOUSTON TX,77074,OPEN,1,1 Houston Ordinance Violation: 6-501.112 (Violation Corrected On Site)
2026-06-01,LONG MIDDLE SCHOOL,Middle / Jr. High,inspection,6501 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-06-01,ALIEF HIGH SCHOOL ANNEX,High School,inspection,12501 HIGH STAR HOUSTON TX,77072,OPEN,0,
2026-06-01,ALIEF HIGH SCHOOL ANNEX,High School,grease_trap,12501 HIGH STAR HOUSTON TX,77072,OPEN,0,
2026-06-01,ALIEF HIGH SCHOOL ANNEX,High School,inspection,12501 HIGH STAR HOUSTON TX,77072,OPEN,0,
2026-05-29,MCNAMARA ELEMENTARY SCHOOL,Elementary,inspection,8714 MCAVOY HOUSTON TX,77074,OPEN,1,1 Houston Ordinance Violation: 6-501.18 (Violation)
2026-05-29,MCNAMARA ELEMENTARY SCHOOL,Elementary,grease_trap,8714 MCAVOY HOUSTON TX,77074,OPEN,0,
2026-05-29,MCNAMARA ELEMENTARY SCHOOL,Elementary,inspection,8714 MCAVOY HOUSTON TX,77074,OPEN,7,13 Houston Ordinance Violation: 2-102.12(A) (Violation Corrected On Site) | 15 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 33 Houston Ordinance Violation: 6-501.111(D) (Violation) | 43 Houston Ordinance Violation: 4-501.11(A) (Violation) | 44 Houston Ordinance Violation: 4-601.11(C) (Violation) | 50 Houston Ordinance Violation: 5-501.116(B) (Violation) | 51 Houston Ordinance Violation: 6-501.12(A) (Violation)
2026-05-29,ENERGIZED FOR STEM,High School,grease_trap,7055 BEECHNUT ST HOUSTON TX,77074,OPEN,0,
2026-05-29,ENERGIZED FOR STEM,High School,inspection,7055 BEECHNUT ST HOUSTON TX,77074,OPEN,3,33 Houston Ordinance Violation: 6-202.15(A) (Violation) | 48 Houston Ordinance Violation: 5-402.11(A) (Violation) | 51 Houston Ordinance Violation: 6-303.11(C) (Violation)
2026-05-29,BONHAM ELEMENTARY SCHOOL,Elementary,grease_trap,8302 BRAES RIVER HOUSTON TX,77074,OPEN,0,
2026-05-29,BONHAM ELEMENTARY SCHOOL,Elementary,inspection,8302 BRAES RIVER HOUSTON TX,77074,OPEN,0,
2026-05-29,BONHAM ELEMENTARY SCHOOL,Elementary,inspection,8302 BRAES RIVER HOUSTON TX,77074,OPEN,3,43 Houston Ordinance Violation: 4-501.11(A) (Violation) | 51 Houston Ordinance Violation: 5-501.115 (Violation) | 52 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-28,YOUNG WOMEN'S COLLEGE PREP ACADEMY,Middle / Jr. High,inspection,1906 CLEBURNE ST HOUSTON TX,77004,OPEN,1,1 Houston Ordinance Violation: 5-202.11(A)A (Violation)
2026-05-28,YOUNG WOMEN'S COLLEGE PREP ACADEMY,Middle / Jr. High,inspection,1906 CLEBURNE ST HOUSTON TX,77004,OPEN,2,29 Houston Ordinance Violation: 6-202.15(A) (Violation) | 47 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-28,YOUNG WOMEN'S COLLEGE PREP ACADEMY,Middle / Jr. High,grease_trap,1906 CLEBURNE ST HOUSTON TX,77004,OPEN,0,
2026-05-28,ROBERTS ELEMENTARY,Elementary,inspection,6000 GREENBRIAR HOUSTON TX,77030,OPEN,3,25 Houston Ordinance Violation: 6-202.15(A) (Violation) | 33 Houston Ordinance Violation: 4-501.11(A) (Violation) | 42 Houston Ordinance Violation: 6-501.11 (Violation Repeat)
2026-05-28,ROBERTS ELEMENTARY,Elementary,inspection,6000 GREENBRIAR HOUSTON TX,77030,OPEN,2,1 Houston Ordinance Violation: 6-202.15(A) (Violation) | 2 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-28,ROBERTS ELEMENTARY,Elementary,grease_trap,6000 GREENBRIAR HOUSTON TX,77030,OPEN,0,
2026-05-28,MARTINEZ EARLY LEARNING CENTER,Elementary,inspection,10807 BOONE LOOP RD HOUSTON TX,77099,OPEN,0,
2026-05-28,MARTINEZ EARLY LEARNING CENTER,Elementary,inspection,10807 BOONE LOOP RD HOUSTON TX,77099,OPEN,0,
2026-05-28,MARTINEZ EARLY LEARNING CENTER,Elementary,inspection,10807 BOONE LOOP RD HOUSTON TX,77099,OPEN,0,
2026-05-28,HOUSTON CAN ACADEMY,High School,grease_trap,10914 S GESSNER DR HOUSTON TX,77071,OPEN,1,1 Houston Ordinance Violation: COH-47-521 (Violation)
2026-05-28,HOUSTON CAN ACADEMY,High School,inspection,10914 S GESSNER DR HOUSTON TX,77071,OPEN,2,1 Houston Ordinance Violation: 6-202.15(A) (Violation) | 2 Houston Ordinance Violation: 6-501.12(A) (Violation)
2026-05-28,BAYLOR COLLEGE OF MEDICINE ACADEMY @ RYAN,Middle / Jr. High,grease_trap,2610 ELGIN HOUSTON TX,77004,OPEN,0,
2026-05-28,BAYLOR COLLEGE OF MEDICINE ACADEMY @ RYAN,Middle / Jr. High,inspection,2610 ELGIN HOUSTON TX,77004,OPEN,2,1 Houston Ordinance Violation: 4-601.11(C) (Violation) | 2 Houston Ordinance Violation: 5-202.13 (Violation)
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,grease_trap,10711 KIPP WAY HOUSTON TX,77099,OPEN,0,
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,grease_trap,10711 KIPP WAY HOUSTON TX,77099,OPEN,0,
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,grease_trap,10711 KIPP WAY HOUSTON TX,77099,OPEN,0,
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,inspection,10711 KIPP WAY HOUSTON TX,77099,OPEN,0,
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,inspection,10711 KIPP WAY HOUSTON TX,77099,OPEN,0,
2026-05-27,KIPP SW HS/MS/PS,Middle / Jr. High,inspection,10711 KIPP WAY HOUSTON TX,77099,OPEN,1,1 Houston Ordinance Violation: 4-501.11(A) (Violation)
2026-05-27,KIPP CONNECT PREP,High School,grease_trap,6700 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-27,KIPP CONNECT PREP,High School,inspection,6700 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-26,YES PREP ELEMENTARY- BRAYS OAKS,Elementary,inspection,9060 BENNING DR HOUSTON TX,77031,OPEN,1,1 Houston Ordinance Violation: COH-47-512(b) (Violation)
2026-05-26,YES PREP ELEMENTARY- BRAYS OAKS,Elementary,inspection,9060 BENNING DR HOUSTON TX,77031,OPEN,2,1 Houston Ordinance Violation: 4-101.19 (Violation) | 2 Houston Ordinance Violation: 5-501.113 (Violation)
2026-05-26,STEPPING STONE CHARTER SCHOOL,Middle / Jr. High,inspection,11001 S WILCREST HOUSTON TX,77099,OPEN,0,
2026-05-26,KIPP CONNECT PS,Middle / Jr. High,grease_trap,6700 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-26,KIPP CONNECT PS,Middle / Jr. High,inspection,6700 BELLAIRE BLVD HOUSTON TX,77074,OPEN,1,1 Houston Ordinance Violation: 6-501.111(C) (Violation)
2026-05-26,KELSO ELEMENTARY,Elementary,grease_trap,5800 SOUTHMUND HOUSTON TX,77033,OPEN,0,
2026-05-26,KELSO ELEMENTARY,Elementary,inspection,5800 SOUTHMUND HOUSTON TX,77033,OPEN,1,1 Houston Ordinance Violation: 5-501.11 (Violation)
2026-05-22,WESTBURY SENIOR HIGH,High School,inspection,11911 CHIMNEY ROCK RD HOUSTON TX,77035,OPEN,0,
2026-05-22,WESTBURY SENIOR HIGH,High School,grease_trap,11911 CHIMNEY ROCK RD HOUSTON TX,77035,OPEN,0,
2026-05-22,WESTBURY SENIOR HIGH,High School,inspection,11911 CHIMNEY ROCK RD HOUSTON TX,77035,OPEN,2,1 Houston Ordinance Violation: 5-501.115 (Violation) | 2 Houston Ordinance Violation: 6-501.12(A) (Violation)
2026-05-22,THE NEIGHBORHOOD SCHOOL OF SOUTHWEST HOUSTON,Elementary,inspection,10570 WESTPARK DR HOUSTON TX,77042,OPEN,2,1 Houston Ordinance Violation: 6-501.112 (Violation) | 2 Houston Ordinance Violation: 6-501.114(A) (Violation)
2026-05-22,JAMES HOLUB MIDDLE SCHOOL,Middle / Jr. High,grease_trap,9515 DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-05-22,JAMES HOLUB MIDDLE SCHOOL,Middle / Jr. High,inspection,9515 DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-05-22,JAMES HOLUB MIDDLE SCHOOL,Middle / Jr. High,inspection,9515 DAIRY ASHFORD HOUSTON TX,77099,OPEN,0,
2026-05-21,THE DRAW ACADEMY,Elementary,inspection,3920 STONEY BROOK HOUSTON TX,77063,OPEN,0,
2026-05-21,THE DRAW ACADEMY,Elementary,inspection,3920 STONEY BROOK HOUSTON TX,77063,OPEN,1,1 Houston Ordinance Violation: 6-301.14 (Violation)
2026-05-21,RICE SCHOOL,Middle / Jr. High,grease_trap,7550 SEUSS HOUSTON TX,77025,OPEN,0,
2026-05-21,RICE SCHOOL,Middle / Jr. High,inspection,7550 SEUSS HOUSTON TX,77025,OPEN,0,
2026-05-21,PYBURN ELEMENTARY SCHOOL,Elementary,inspection,12302 COULSON ST HOUSTON TX,77015,OPEN,2,1 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 3-501.17(A) (Violation)
2026-05-21,PYBURN ELEMENTARY SCHOOL,Elementary,inspection,12302 COULSON ST HOUSTON TX,77015,OPEN,0,
2026-05-21,LONG MIDDLE SCHOOL,Middle / Jr. High,grease_trap,6501 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-21,LONG MIDDLE SCHOOL,Middle / Jr. High,inspection,6501 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-21,LONG MIDDLE SCHOOL,Middle / Jr. High,inspection,6501 BELLAIRE BLVD HOUSTON TX,77074,OPEN,0,
2026-05-21,KIPP NEXUS PS/MS,Middle / Jr. High,grease_trap,4211 WATONGA HOUSTON TX,77092,OPEN,0,
2026-05-21,KIPP NEXUS PS/MS,Middle / Jr. High,inspection,4211 WATONGA HOUSTON TX,77092,OPEN,1,3 Houston Ordinance Violation: 4-501.11(B) (Violation)
2026-05-21,CIMARRON ELEMENTARY,Elementary,inspection,816 CIMARRON HOUSTON TX,77015,OPEN,5,3 Houston Ordinance Violation: 6-301.12(A) (Violation) | 21 Houston Ordinance Violation: 7-102.11 (Violation) | 36 Houston Ordinance Violation: 3-304.14(B) (Violation) | 51 Houston Ordinance Violation: 6-501.12(A) (Violation) | 55 Houston Ordinance Violation: 2-301.12(C) (Violation)
2026-05-21,CIMARRON ELEMENTARY,Elementary,grease_trap,816 CIMARRON HOUSTON TX,77015,OPEN,0,
2026-05-20,WOODLAND ACRES MIDDLE SCHOOL,Middle / Jr. High,inspection,12947 MYRTLE HOUSTON TX,77015,OPEN,2,43 Houston Ordinance Violation: 4-402.11(A)(3) (Violation) | 44 Houston Ordinance Violation: 4-501.11(A) (Violation)
2026-05-20,WOODLAND ACRES MIDDLE SCHOOL,Middle / Jr. High,grease_trap,12947 MYRTLE HOUSTON TX,77015,OPEN,0,
2026-05-20,WOODLAND ACRES ELEMENTARY SCHOOL,Elementary,inspection,12936 SARAHS LN HOUSTON TX,77015,OPEN,5,3 Houston Ordinance Violation: 5-205.11(B) (Violation Corrected On Site) | 9 Houston Ordinance Violation: 4-602.12(A) (Violation) | 15 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 33 Houston Ordinance Violation: 6-202.15(C) (Violation) | 43 Houston Ordinance Violation: 4-201.11 (Violation)
2026-05-20,WOODLAND ACRES ELEMENTARY SCHOOL,Elementary,grease_trap,12936 SARAHS LN HOUSTON TX,77015,OPEN,0,
2026-05-20,VARNETT CHARTER SCHOOL,Elementary,inspection,8311 MESA DR HOUSTON TX,77028,OPEN,1,1 Houston Ordinance Violation: 6-501.12(A) (Violation)
2026-05-20,TINA WHIDBY ELEMENTARY,Elementary,inspection,7625 SPRINGHILL HOUSTON TX,77021,OPEN,4,1 Houston Ordinance Violation: 6-501.111(B) (Violation) | 2 Houston Ordinance Violation: 4-601.11(C) (Violation) | 3 Houston Ordinance Violation: 5-501.115 (Violation) | 4 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-20,TINA WHIDBY ELEMENTARY,Elementary,grease_trap,7625 SPRINGHILL HOUSTON TX,77021,OPEN,0,
2026-05-20,TINA WHIDBY ELEMENTARY,Elementary,inspection,7625 SPRINGHILL HOUSTON TX,77021,OPEN,2,1 Houston Ordinance Violation: 5-202.12(C) (Violation) | 2 Houston Ordinance Violation: 5-205.15 (Violation)
2026-05-20,RIPLEY MIDDLE SCHOOL,Middle / Jr. High,inspection,4414 NAVIGATION BLVD HOUSTON TX,77011,OPEN,4,1 Houston Ordinance Violation: TAC-228.32 (Violation Corrected On Site) | 2 Houston Ordinance Violation: 4-302.12 (Violation) | 3 Houston Ordinance Violation: 6-201.11 (Violation) | 4 Houston Ordinance Violation: 6-201.17(A) (Violation)
2026-05-20,KENNEDY ELEMENTARY SCHOOL,Elementary,inspection,10200 HUNTINGTON PL HOUSTON TX,77099,OPEN,0,
2026-05-20,KENNEDY ELEMENTARY SCHOOL,Elementary,grease_trap,10200 HUNTINGTON PL HOUSTON TX,77099,OPEN,0,
2026-05-20,KENNEDY ELEMENTARY SCHOOL,Elementary,inspection,10200 HUNTINGTON PL HOUSTON TX,77099,OPEN,0,
2026-05-20,JONES FUTURE ACADEMY,High School,grease_trap,7414 SAINT LO HOUSTON TX,77033,OPEN,0,
2026-05-20,JONES FUTURE ACADEMY,High School,inspection,7414 SAINT LO HOUSTON TX,77033,OPEN,0,
2026-05-20,ISAACS ELEMENTARY,Elementary,inspection,3830 PICKFAIR HOUSTON TX,77026,OPEN,5,1 Houston Ordinance Violation: 3-501.16(A)(1) (Violation Corrected On Site) | 2 Houston Ordinance Violation: 4-204.19 (Violation) | 3 Houston Ordinance Violation: 4-601.11(C) (Violation) | 4 Houston Ordinance Violation: 6-201.17(B) (Violation) | 5 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-20,ISAACS ELEMENTARY,Elementary,grease_trap,3830 PICKFAIR HOUSTON TX,77026,OPEN,0,
2026-05-20,HILLIARD ELEMENTARY SCHOOL,Elementary,inspection,8115 E HOUSTON RD HOUSTON TX,77028,OPEN,1,1 Houston Ordinance Violation: 4-601.11(C) (Violation Corrected On Site)
2026-05-20,HILLIARD ELEMENTARY SCHOOL,Elementary,grease_trap,8115 E HOUSTON RD HOUSTON TX,77028,OPEN,0,
2026-05-20,HARTSFIELD ELEMENTARY,Elementary,inspection,5001 PERRY HOUSTON TX,77021,OPEN,1,1 Houston Ordinance Violation: 6-501.11 (Violation Repeat)
2026-05-20,HARTSFIELD ELEMENTARY,Elementary,inspection,5001 PERRY HOUSTON TX,77021,OPEN,3,1 Houston Ordinance Violation: 4-602.11(E) (Violation) | 2 Houston Ordinance Violation: 4-501.11(A) (Violation) | 3 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-20,HARTSFIELD ELEMENTARY,Elementary,grease_trap,5001 PERRY HOUSTON TX,77021,OPEN,0,
2026-05-20,HARTMAN MIDDLE SCHOOL,Middle / Jr. High,inspection,7111 WESTOVER HOUSTON TX,77087,OPEN,2,1 Houston Ordinance Violation: 5-202.13 (Violation) | 2 Houston Ordinance Violation: 6-501.11 (Violation)
2026-05-20,HARTMAN MIDDLE SCHOOL,Middle / Jr. High,inspection,7111 WESTOVER HOUSTON TX,77087,OPEN,0,
2026-05-20,HARTMAN MIDDLE SCHOOL,Middle / Jr. High,grease_trap,7111 WESTOVER HOUSTON TX,77087,OPEN,0,
2026-05-20,CUMMINGS ELEMENTARY SCHOOL,Elementary,inspection,10455 S KIRKWOOD HOUSTON TX,77099,OPEN,0,
2026-05-20,CUMMINGS ELEMENTARY SCHOOL,Elementary,grease_trap,10455 S KIRKWOOD HOUSTON TX,77099,OPEN,0,
2026-05-20,CUMMINGS ELEMENTARY SCHOOL,Elementary,inspection,10455 S KIRKWOOD HOUSTON TX,77099,OPEN,0,
2026-05-20,BANE ELEMENTARY SCHOOL,Elementary,inspection,5805 KAISER HOUSTON TX,77040,OPEN,1,1 Houston Ordinance Violation: 5-202.12(A) (Violation)
2026-05-20,BANE ELEMENTARY SCHOOL,Elementary,grease_trap,5805 KAISER HOUSTON TX,77040,OPEN,1,1 Houston Ordinance Violation: COH-47-522 (Violation)
2026-05-20,ALCOTT ELEMENTARY SCHOOL,Elementary,grease_trap,5859 BELLFORT HOUSTON TX,77033,OPEN,0,
2026-05-20,ALCOTT ELEMENTARY SCHOOL,Elementary,inspection,5859 BELLFORT HOUSTON TX,77033,OPEN,0,
